images/image1.png,images/image1.png,0,0.061,
,images/image2.png,images/image2.png,0,0.056,
,images/image1.png,images/image2.png,115239,0.115,
,images/image2.png,images/image3.png,132940,0.127,
,images/image1.png,images/image4.png,117019,0.103,
